tanggal,IDKAB2,nama_kab,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal
8/19/2021,3205,KAB. GARUT,19394,17454,747,54,31,2
8/19/2021,3206,KAB. TASIKMALAYA,4084,2427,116,65,19,1
8/19/2021,3208,KAB. KUNINGAN,10695,10116,169,8,14,4
8/19/2021,3211,KAB. SUMEDANG,3528,3209,58,29,10,0
8/19/2021,3213,KAB. SUBANG,7132,5242,171,22,124,3
8/19/2021,3214,KAB. PURWAKARTA,5120,4357,275,8,0,1
8/19/2021,3218,KAB. PANGANDARAN,3801,3444,117,39,274,5
8/19/2021,3271,KOTA BOGOR,7818,7585,168,1,1,0
8/19/2021,3272,KOTA SUKABUMI,6353,6007,207,13,8,0
8/19/2021,3274,KOTA CIREBON,8787,7456,135,10,0,1
8/19/2021,3278,KOTA TASIKMALAYA,11156,10370,339,32,35,1
8/19/2021,3279,KOTA BANJAR,4128,3727,92,25,10,0
8/20/2021,0,BELUM TERIDENTIFIKASI,221234,208891,3945,942,1035,244
8/20/2021,3201,KAB. BOGOR,37313,36426,130,142,192,0
8/20/2021,3204,KAB. BANDUNG,27679,25413,539,111,259,0
8/20/2021,3207,KAB. CIAMIS,11747,10776,206,122,6,0
8/20/2021,3209,KAB. CIREBON,19864,19002,353,30,39,5
8/20/2021,3210,KAB. MAJALENGKA,8662,8073,156,14,0,1
8/20/2021,3212,KAB. INDRAMAYU,11375,9632,516,68,67,2
8/20/2021,3215,KAB. KARAWANG,33203,31443,1403,46,70,2
8/20/2021,3216,KAB. BEKASI,27985,24084,186,265,178,5
8/20/2021,3217,KAB. BANDUNG BARAT,7864,7458,96,47,0,0
8/20/2021,3273,KOTA BANDUNG,34617,32008,337,161,1,0
8/20/2021,3275,KOTA BEKASI,36159,34660,438,98,65,0
8/20/2021,3276,KOTA DEPOK,70038,49220,887,318,481,5
8/20/2021,3277,KOTA CIMAHI,9901,8676,154,29,200,1
8/20/2021,3202,KAB. SUKABUMI,7700,6879,62,49,60,0
8/20/2021,3203,KAB. CIANJUR,8551,7557,62,25,1,0
8/20/2021,3205,KAB. GARUT,19431,17466,747,37,12,0
8/20/2021,3206,KAB. TASIKMALAYA,4131,2428,116,47,1,0
8/20/2021,3208,KAB. KUNINGAN,10725,10118,169,30,2,0
8/20/2021,3211,KAB. SUMEDANG,3545,3209,58,17,0,0
8/20/2021,3213,KAB. SUBANG,7149,5362,171,17,120,0
8/20/2021,3214,KAB. PURWAKARTA,5137,4357,275,17,0,0
8/20/2021,3218,KAB. PANGANDARAN,3819,3515,117,18,71,0
8/20/2021,3271,KOTA BOGOR,7825,7631,168,7,46,0
8/20/2021,3272,KOTA SUKABUMI,6371,6075,207,18,68,0
8/20/2021,3274,KOTA CIREBON,8794,7456,135,7,0,0
8/20/2021,3278,KOTA TASIKMALAYA,11195,10430,342,39,60,3
8/20/2021,3279,KOTA BANJAR,4149,3764,92,21,37,0
8/21/2021,0,BELUM TERIDENTIFIKASI,221661,209346,4055,427,455,110
8/21/2021,3201,KAB. BOGOR,37453,36617,130,140,191,0
8/21/2021,3204,KAB. BANDUNG,27730,25413,553,51,0,14
8/21/2021,3207,KAB. CIAMIS,11824,10776,206,77,0,0
8/21/2021,3209,KAB. CIREBON,19909,19002,353,45,0,0
8/21/2021,3210,KAB. MAJALENGKA,8670,8162,157,8,89,1
8/21/2021,3212,KAB. INDRAMAYU,11460,9666,516,85,34,0
8/21/2021,3215,KAB. KARAWANG,33240,31496,1406,37,53,3
8/21/2021,3216,KAB. BEKASI,28147,24173,192,162,89,6
8/21/2021,3217,KAB. BANDUNG BARAT,7891,7458,96,27,0,0
8/21/2021,3273,KOTA BANDUNG,34773,32008,337,156,0,0
8/21/2021,3275,KOTA BEKASI,36233,34740,438,74,80,0
8/21/2021,3276,KOTA DEPOK,70159,49490,896,121,270,9
8/21/2021,3277,KOTA CIMAHI,9921,8676,154,20,0,0
8/21/2021,3202,KAB. SUKABUMI,7770,6924,62,70,45,0
8/21/2021,3203,KAB. CIANJUR,8585,7557,62,34,0,0
8/21/2021,3205,KAB. GARUT,19482,17480,748,51,14,1
8/21/2021,3206,KAB. TASIKMALAYA,4167,2436,116,36,8,0
8/21/2021,3208,KAB. KUNINGAN,10744,10205,171,19,87,2
8/21/2021,3211,KAB. SUMEDANG,3555,3209,58,10,0,0
8/21/2021,3213,KAB. SUBANG,7161,5422,172,12,60,1
8/21/2021,3214,KAB. PURWAKARTA,5147,4357,275,10,0,0
8/21/2021,3218,KAB. PANGANDARAN,3846,3525,117,27,10,0
8/21/2021,3271,KOTA BOGOR,7829,7631,168,4,0,0
8/21/2021,3272,KOTA SUKABUMI,6379,6119,207,8,44,0
8/21/2021,3274,KOTA CIREBON,8802,7495,330,8,39,195
8/21/2021,3278,KOTA TASIKMALAYA,11216,10452,343,21,22,1
8/21/2021,3279,KOTA BANJAR,4156,3828,92,7,64,0
8/22/2021,0,BELUM TERIDENTIFIKASI,221924,210068,4073,263,722,18
8/22/2021,3201,KAB. BOGOR,37543,36781,130,90,164,0
8/22/2021,3204,KAB. BANDUNG,27769,25511,553,39,98,0
8/22/2021,3207,KAB. CIAMIS,11876,10820,206,52,44,0
8/22/2021,3209,KAB. CIREBON,19937,19002,353,28,0,0
8/22/2021,3210,KAB. MAJALENGKA,8687,8162,157,17,0,0
8/22/2021,3212,KAB. INDRAMAYU,11510,9667,516,50,1,0
8/22/2021,3215,KAB. KARAWANG,33259,31527,1409,19,31,3
8/22/2021,3216,KAB. BEKASI,28208,24255,195,61,82,3
8/22/2021,3217,KAB. BANDUNG BARAT,7912,7458,96,21,0,0
8/22/2021,3273,KOTA BANDUNG,34956,32008,337,183,0,0
8/22/2021,3275,KOTA BEKASI,36282,35001,438,49,261,0
8/22/2021,3276,KOTA DEPOK,70266,49492,896,107,2,0
8/22/2021,3277,KOTA CIMAHI,9930,8676,154,9,0,0
8/22/2021,3202,KAB. SUKABUMI,7802,6924,62,32,0,0
8/22/2021,3203,KAB. CIANJUR,8602,7748,64,17,191,2
8/22/2021,3205,KAB. GARUT,19515,17480,748,33,0,0
8/22/2021,3206,KAB. TASIKMALAYA,4196,2436,116,29,0,0
8/22/2021,3208,KAB. KUNINGAN,10764,10286,172,20,81,1
8/22/2021,3211,KAB. SUMEDANG,3559,3267,58,4,58,0
8/22/2021,3213,KAB. SUBANG,7177,5444,172,16,22,0
8/22/2021,3214,KAB. PURWAKARTA,5152,4357,275,5,0,0
8/22/2021,3218,KAB. PANGANDARAN,3849,3548,117,3,23,0
8/22/2021,3271,KOTA BOGOR,7831,7631,168,2,0,0
8/22/2021,3272,KOTA SUKABUMI,6382,6119,207,3,0,0
8/22/2021,3274,KOTA CIREBON,8808,7535,360,6,40,30
8/22/2021,3278,KOTA TASIKMALAYA,11227,10452,345,11,0,2
8/22/2021,3279,KOTA BANJAR,4179,3838,92,23,10,0
8/23/2021,0,BELUM TERIDENTIFIKASI,222478,210483,4099,554,415,26
8/23/2021,3201,KAB. BOGOR,37631,36968,130,88,187,0
8/23/2021,3204,KAB. BANDUNG,27813,25573,553,44,62,0
8/23/2021,3207,KAB. CIAMIS,11928,11066,206,52,246,0
8/23/2021,3209,KAB. CIREBON,19948,19002,353,11,0,0
8/23/2021,3210,KAB. MAJALENGKA,8691,8162,158,4,0,1
8/23/2021,3212,KAB. INDRAMAYU,11578,9759,517,68,92,1
8/23/2021,3215,KAB. KARAWANG,33280,31615,1411,21,88,2
8/23/2021,3216,KAB. BEKASI,28328,24281,195,120,26,0
8/23/2021,3217,KAB. BANDUNG BARAT,8044,7458,96,132,0,0
8/23/2021,3273,KOTA BANDUNG,35026,32026,337,70,18,0
8/23/2021,3275,KOTA BEKASI,36314,35054,438,32,53,0
8/23/2021,3276,KOTA DEPOK,70357,49570,896,91,78,0
8/23/2021,3277,KOTA CIMAHI,9959,8676,154,29,0,0
8/23/2021,3202,KAB. SUKABUMI,7851,6924,62,49,0,0
8/23/2021,3203,KAB. CIANJUR,8609,7867,65,7,119,1
8/23/2021,3205,KAB. GARUT,19533,17498,750,18,18,2
8/23/2021,3206,KAB. TASIKMALAYA,4215,2460,118,19,24,2
8/23/2021,3208,KAB. KUNINGAN,10773,10297,172,9,11,0
8/23/2021,3211,KAB. SUMEDANG,3567,3281,58,8,14,0
8/23/2021,3213,KAB. SUBANG,7185,5477,173,8,33,1
8/23/2021,3214,KAB. PURWAKARTA,5159,4357,275,7,0,0
8/23/2021,3218,KAB. PANGANDARAN,3852,3595,117,3,47,0
8/23/2021,3271,KOTA BOGOR,7831,7642,168,0,11,0
8/23/2021,3272,KOTA SUKABUMI,6394,6133,207,12,14,0
8/23/2021,3274,KOTA CIREBON,8817,7539,360,9,4,0
8/23/2021,3278,KOTA TASIKMALAYA,11234,10452,346,7,0,1
8/23/2021,3279,KOTA BANJAR,4190,3880,92,11,42,0
8/24/2021,0,BELUM TERIDENTIFIKASI,223238,212251,4148,760,1768,49
8/24/2021,3201,KAB. BOGOR,37776,37347,130,145,379,0
8/24/2021,3204,KAB. BANDUNG,27876,25805,556,63,232,3
8/24/2021,3207,KAB. CIAMIS,11963,11066,209,35,0,3
8/24/2021,3209,KAB. CIREBON,19972,19018,353,24,16,0
8/24/2021,3210,KAB. MAJALENGKA,8711,8283,158,20,121,0
8/24/2021,3212,KAB. INDRAMAYU,11624,9830,518,46,71,1
8/24/2021,3215,KAB. KARAWANG,33301,31682,1414,21,67,3
8/24/2021,3216,KAB. BEKASI,28474,24319,195,146,38,0
8/24/2021,3217,KAB. BANDUNG BARAT,8061,7629,96,17,171,0
8/24/2021,3273,KOTA BANDUNG,35154,32046,342,128,20,5
8/24/2021,3275,KOTA BEKASI,36435,35288,438,121,234,0
8/24/2021,3276,KOTA DEPOK,73766,60227,1137,3409,10657,241
8/24/2021,3277,KOTA CIMAHI,9986,8690,154,27,14,0
8/24/2021,3202,KAB. SUKABUMI,7918,7020,62,67,96,0
8/24/2021,3203,KAB. CIANJUR,8628,7949,67,19,82,2
8/24/2021,3205,KAB. GARUT,19544,17509,751,11,11,1
8/24/2021,3206,KAB. TASIKMALAYA,4256,2477,118,41,17,0
8/24/2021,3208,KAB. KUNINGAN,10786,10297,172,13,0,0
8/24/2021,3211,KAB. SUMEDANG,3580,3281,58,13,0,0
8/24/2021,3213,KAB. SUBANG,7201,5581,176,16,104,3
8/24/2021,3214,KAB. PURWAKARTA,5177,4357,275,18,0,0
8/24/2021,3218,KAB. PANGANDARAN,3868,3602,117,16,7,0
8/24/2021,3271,KOTA BOGOR,7834,7642,168,3,0,0
8/24/2021,3272,KOTA SUKABUMI,6419,6141,207,25,8,0
8/24/2021,3274,KOTA CIREBON,8823,7665,360,6,126,0
8/24/2021,3278,KOTA TASIKMALAYA,11248,10452,346,14,0,0
8/24/2021,3279,KOTA BANJAR,4220,3893,95,30,13,3
8/25/2021,0,BELUM TERIDENTIFIKASI,224332,214087,4179,1094,1836,31
8/25/2021,3201,KAB. BOGOR,37913,37640,130,137,293,0
8/25/2021,3204,KAB. BANDUNG,27950,25958,556,74,153,0
8/25/2021,3207,KAB. CIAMIS,11986,11066,211,23,0,2
8/25/2021,3209,KAB. CIREBON,19995,19043,359,23,25,6
8/25/2021,3210,KAB. MAJALENGKA,8722,8283,158,11,0,0
8/25/2021,3212,KAB. INDRAMAYU,11671,9914,519,47,84,1
8/25/2021,3215,KAB. KARAWANG,33341,31718,1420,40,36,6
8/25/2021,3216,KAB. BEKASI,28589,24434,196,115,115,1
8/25/2021,3217,KAB. BANDUNG BARAT,8097,7719,100,36,90,4
8/25/2021,3273,KOTA BANDUNG,35244,32714,343,90,668,1
8/25/2021,3275,KOTA BEKASI,36544,35506,441,109,218,3
8/25/2021,3276,KOTA DEPOK,77112,69020,1319,3346,8793,182
8/25/2021,3277,KOTA CIMAHI,10007,8880,154,21,190,0
8/25/2021,3202,KAB. SUKABUMI,7987,7020,62,69,0,0
8/25/2021,3203,KAB. CIANJUR,8648,8152,67,20,203,0
8/25/2021,3205,KAB. GARUT,19561,17521,751,17,12,0
8/25/2021,3206,KAB. TASIKMALAYA,4301,2487,119,45,10,1
8/25/2021,3208,KAB. KUNINGAN,10797,10315,175,11,18,3
8/25/2021,3211,KAB. SUMEDANG,3600,3281,58,20,0,0
8/25/2021,3213,KAB. SUBANG,7227,5651,198,26,70,22
8/25/2021,3214,KAB. PURWAKARTA,5182,4357,275,5,0,0
8/25/2021,3218,KAB. PANGANDARAN,3889,3609,117,21,7,0
8/25/2021,3271,KOTA BOGOR,7837,7642,168,3,0,0
8/25/2021,3272,KOTA SUKABUMI,6455,6161,210,36,20,3
8/25/2021,3274,KOTA CIREBON,8830,8240,360,7,575,0
8/25/2021,3278,KOTA TASIKMALAYA,11259,10522,350,11,70,4
8/25/2021,3279,KOTA BANJAR,4227,3893,95,7,0,0
8/26/2021,0,BELUM TERIDENTIFIKASI,225042,215362,4222,710,1275,43
8/26/2021,3201,KAB. BOGOR,38017,37862,130,104,222,0
8/26/2021,3204,KAB. BANDUNG,27996,26116,556,46,158,0
8/26/2021,3207,KAB. CIAMIS,12040,11066,211,54,0,0
8/26/2021,3209,KAB. CIREBON,20020,19113,368,25,70,9
8/26/2021,3210,KAB. MAJALENGKA,8737,8365,160,15,82,2
8/26/2021,3212,KAB. INDRAMAYU,11688,9991,520,17,77,1
8/26/2021,3215,KAB. KARAWANG,33408,31775,1422,67,57,2
8/26/2021,3216,KAB. BEKASI,28680,24560,196,91,126,0
8/26/2021,3217,KAB. BANDUNG BARAT,8112,7781,100,15,62,0
8/26/2021,3273,KOTA BANDUNG,35329,32782,344,85,68,1
8/26/2021,3275,KOTA BEKASI,36668,35551,441,124,45,0
8/26/2021,3276,KOTA DEPOK,80529,75998,1483,3417,6978,164
8/26/2021,3277,KOTA CIMAHI,10024,9424,158,17,544,4
8/26/2021,3202,KAB. SUKABUMI,8041,7215,64,54,195,2
8/26/2021,3203,KAB. CIANJUR,8676,8152,67,28,0,0
8/26/2021,3205,KAB. GARUT,19594,17534,752,33,13,1
8/26/2021,3206,KAB. TASIKMALAYA,4322,2519,120,21,32,1
8/26/2021,3208,KAB. KUNINGAN,10807,10331,176,10,16,1
8/26/2021,3211,KAB. SUMEDANG,3612,3326,58,12,45,0
8/26/2021,3213,KAB. SUBANG,7251,5758,198,24,107,0
8/26/2021,3214,KAB. PURWAKARTA,5193,4357,275,11,0,0
8/26/2021,3218,KAB. PANGANDARAN,3908,3639,118,19,30,1
8/26/2021,3271,KOTA BOGOR,7838,7642,168,1,0,0
8/26/2021,3272,KOTA SUKABUMI,6472,6169,210,17,8,0
8/26/2021,3274,KOTA CIREBON,8837,8452,360,7,212,0
8/26/2021,3278,KOTA TASIKMALAYA,11277,10559,351,18,37,1
8/26/2021,3279,KOTA BANJAR,4243,3932,97,16,39,2
8/27/2021,0,BELUM TERIDENTIFIKASI,225330,216411,4232,288,1049,10
8/27/2021,3201,KAB. BOGOR,38128,37862,130,111,0,0
8/27/2021,3204,KAB. BANDUNG,28082,26116,556,86,0,0
8/27/2021,3207,KAB. CIAMIS,12082,11066,211,42,0,0
8/27/2021,3209,KAB. CIREBON,20033,19148,368,13,35,0
8/27/2021,3210,KAB. MAJALENGKA,8753,8365,160,16,0,0
8/27/2021,3212,KAB. INDRAMAYU,11705,10075,521,17,84,1
8/27/2021,3215,KAB. KARAWANG,33486,31841,1423,78,66,1
8/27/2021,3216,KAB. BEKASI,28794,24593,197,114,33,1
8/27/2021,3217,KAB. BANDUNG BARAT,8136,7830,103,24,49,3
8/27/2021,3273,KOTA BANDUNG,35397,32788,344,68,6,0
8/27/2021,3275,KOTA BEKASI,36737,35674,441,69,123,0
8/27/2021,3276,KOTA DEPOK,80639,76468,1489,110,470,6
8/27/2021,3277,KOTA CIMAHI,10044,9424,158,20,0,0
8/27/2021,3202,KAB. SUKABUMI,8146,7311,65,105,96,1
8/27/2021,3203,KAB. CIANJUR,8700,8174,67,24,22,0
8/27/2021,3205,KAB. GARUT,19611,17631,752,17,97,0
8/27/2021,3206,KAB. TASIKMALAYA,4347,2538,120,25,19,0
8/27/2021,3208,KAB. KUNINGAN,10815,10347,176,8,16,0
8/27/2021,3211,KAB. SUMEDANG,3621,3326,58,9,0,0
8/27/2021,3213,KAB. SUBANG,7273,5853,198,22,95,0
8/27/2021,3214,KAB. PURWAKARTA,5203,4606,275,10,249,0
8/27/2021,3218,KAB. PANGANDARAN,3921,3646,119,13,7,1
8/27/2021,3271,KOTA BOGOR,7841,7648,168,3,6,0
8/27/2021,3272,KOTA SUKABUMI,6480,6172,210,8,3,0
8/27/2021,3274,KOTA CIREBON,8845,8464,360,8,12,0
8/27/2021,3278,KOTA TASIKMALAYA,11299,10567,351,22,8,0
8/27/2021,3279,KOTA BANJAR,4262,3949,98,19,17,1
8/28/2021,0,BELUM TERIDENTIFIKASI,225558,216748,4242,228,337,10
8/28/2021,3201,KAB. BOGOR,38219,37862,130,91,0,0
8/28/2021,3204,KAB. BANDUNG,28115,26233,556,33,117,0
8/28/2021,3207,KAB. CIAMIS,12113,11279,213,31,213,2
8/28/2021,3209,KAB. CIREBON,20049,19184,379,16,36,11
8/28/2021,3210,KAB. MAJALENGKA,8770,8365,160,17,0,0
8/28/2021,3212,KAB. INDRAMAYU,11714,10289,523,9,214,2
8/28/2021,3215,KAB. KARAWANG,33587,31913,1424,101,72,1
8/28/2021,3216,KAB. BEKASI,28857,24607,199,63,14,2
8/28/2021,3217,KAB. BANDUNG BARAT,8144,7941,103,8,111,0
8/28/2021,3273,KOTA BANDUNG,35450,32788,344,53,0,0
8/28/2021,3275,KOTA BEKASI,36785,35727,441,48,53,0
8/28/2021,3276,KOTA DEPOK,80730,76469,1489,91,1,0
8/28/2021,3277,KOTA CIMAHI,10059,9424,158,15,0,0
8/28/2021,3202,KAB. SUKABUMI,8171,7424,65,25,113,0
8/28/2021,3203,KAB. CIANJUR,8711,8174,67,11,0,0
8/28/2021,3205,KAB. GARUT,19629,17631,752,18,0,0
8/28/2021,3206,KAB. TASIKMALAYA,4362,2538,120,15,0,0
8/28/2021,3208,KAB. KUNINGAN,10824,10367,176,9,20,0
8/28/2021,3211,KAB. SUMEDANG,3630,3326,58,9,0,0
8/28/2021,3213,KAB. SUBANG,7290,6048,199,17,195,1
8/28/2021,3214,KAB. PURWAKARTA,5209,4713,275,6,107,0
8/28/2021,3218,KAB. PANGANDARAN,3927,3683,119,6,37,0
8/28/2021,3271,KOTA BOGOR,7844,7648,168,3,0,0
8/28/2021,3272,KOTA SUKABUMI,6484,6184,210,4,12,0
8/28/2021,3274,KOTA CIREBON,8853,8464,360,8,0,0
8/28/2021,3278,KOTA TASIKMALAYA,11315,10567,351,16,0,0
8/28/2021,3279,KOTA BANJAR,4267,3949,98,5,0,0
8/29/2021,0,BELUM TERIDENTIFIKASI,225663,217242,4248,105,494,6
8/29/2021,3201,KAB. BOGOR,38265,37862,130,46,0,0
8/29/2021,3204,KAB. BANDUNG,28139,26233,556,24,0,0
8/29/2021,3207,KAB. CIAMIS,12124,11298,213,11,19,0
8/29/2021,3209,KAB. CIREBON,20062,19184,379,13,0,0
8/29/2021,3210,KAB. MAJALENGKA,8783,8445,160,13,80,0
8/29/2021,3212,KAB. INDRAMAYU,11722,10531,524,8,242,1
8/29/2021,3215,KAB. KARAWANG,33630,31980,1424,43,67,0
8/29/2021,3216,KAB. BEKASI,28879,24681,200,22,74,1
8/29/2021,3217,KAB. BANDUNG BARAT,8157,7941,103,13,0,0
8/29/2021,3273,KOTA BANDUNG,35518,32878,344,68,90,0
8/29/2021,3275,KOTA BEKASI,36809,35804,441,24,77,0
8/29/2021,3276,KOTA DEPOK,80797,76667,1490,67,198,1
8/29/2021,3277,KOTA CIMAHI,10069,9424,158,10,0,0
8/29/2021,3202,KAB. SUKABUMI,8195,7460,65,24,36,0
8/29/2021,3203,KAB. CIANJUR,8729,8241,67,18,67,0
8/29/2021,3205,KAB. GARUT,19640,17652,752,11,21,0
8/29/2021,3206,KAB. TASIKMALAYA,4380,2538,120,18,0,0
8/29/2021,3208,KAB. KUNINGAN,10836,10380,178,12,13,2
8/29/2021,3211,KAB. SUMEDANG,3636,3337,58,6,11,0
8/29/2021,3213,KAB. SUBANG,7302,6048,199,12,0,0
8/29/2021,3214,KAB. PURWAKARTA,5214,4717,275,5,4,0
8/29/2021,3218,KAB. PANGANDARAN,3929,3699,120,2,16,1
8/29/2021,3271,KOTA BOGOR,7878,7648,168,34,0,0
8/29/2021,3272,KOTA SUKABUMI,6486,6211,210,2,27,0
8/29/2021,3274,KOTA CIREBON,8857,8464,360,4,0,0
8/29/2021,3278,KOTA TASIKMALAYA,11318,10567,351,3,0,0
8/29/2021,3279,KOTA BANJAR,4273,3966,98,6,17,0
8/30/2021,0,BELUM TERIDENTIFIKASI,225747,217816,4256,84,574,8
8/30/2021,3201,KAB. BOGOR,38311,37862,130,46,0,0
8/30/2021,3204,KAB. BANDUNG,28165,26432,556,26,199,0
8/30/2021,3207,KAB. CIAMIS,12159,11372,214,35,74,1
8/30/2021,3209,KAB. CIREBON,20075,19248,390,13,64,11
8/30/2021,3210,KAB. MAJALENGKA,8785,8445,160,2,0,0
8/30/2021,3212,KAB. INDRAMAYU,11726,10617,525,4,86,1
8/30/2021,3215,KAB. KARAWANG,33641,32023,1427,11,43,3
8/30/2021,3216,KAB. BEKASI,28914,24705,202,35,24,2
8/30/2021,3217,KAB. BANDUNG BARAT,8168,7948,103,11,7,0
8/30/2021,3273,KOTA BANDUNG,35594,32896,345,76,18,1
8/30/2021,3275,KOTA BEKASI,36833,35889,441,24,85,0
8/30/2021,3276,KOTA DEPOK,80842,77505,1502,45,838,12
8/30/2021,3277,KOTA CIMAHI,10079,9424,158,10,0,0
8/30/2021,3202,KAB. SUKABUMI,8199,7483,65,4,23,0
8/30/2021,3203,KAB. CIANJUR,8735,8310,67,6,69,0
8/30/2021,3205,KAB. GARUT,19652,17693,755,12,41,3
8/30/2021,3206,KAB. TASIKMALAYA,4391,2697,124,11,159,4
8/30/2021,3208,KAB. KUNINGAN,10842,10393,179,6,13,1
8/30/2021,3211,KAB. SUMEDANG,3648,3359,58,12,22,0
8/30/2021,3213,KAB. SUBANG,7312,6160,199,10,112,0
8/30/2021,3214,KAB. PURWAKARTA,5214,4742,275,0,25,0
8/30/2021,3218,KAB. PANGANDARAN,3933,3722,120,4,23,0
8/30/2021,3271,KOTA BOGOR,7883,7650,168,5,2,0
8/30/2021,3272,KOTA SUKABUMI,6492,6245,210,6,34,0
8/30/2021,3274,KOTA CIREBON,8861,8464,360,4,0,0
8/30/2021,3278,KOTA TASIKMALAYA,11321,10669,354,3,102,3
8/30/2021,3279,KOTA BANJAR,4274,3989,98,1,23,0
8/31/2021,0,BELUM TERIDENTIFIKASI,225900,218237,4265,153,421,9
8/31/2021,3201,KAB. BOGOR,38455,37954,130,144,92,0
8/31/2021,3204,KAB. BANDUNG,28232,26502,556,67,70,0
8/31/2021,3207,KAB. CIAMIS,12211,11474,215,52,102,1
8/31/2021,3209,KAB. CIREBON,20113,19248,390,38,0,0
8/31/2021,3210,KAB. MAJALENGKA,8798,8445,161,13,0,1
8/31/2021,3212,KAB. INDRAMAYU,11766,10714,526,40,97,1
8/31/2021,3215,KAB. KARAWANG,33653,32049,1428,12,26,1
8/31/2021,3216,KAB. BEKASI,28998,24729,202,84,24,0
8/31/2021,3217,KAB. BANDUNG BARAT,8186,7948,103,18,0,0
8/31/2021,3273,KOTA BANDUNG,35657,32944,345,63,48,0
8/31/2021,3275,KOTA BEKASI,36905,35954,441,72,65,0
8/31/2021,3276,KOTA DEPOK,80941,77990,1514,99,485,12
8/31/2021,3277,KOTA CIMAHI,10093,9424,158,14,0,0
8/31/2021,3202,KAB. SUKABUMI,8230,7504,65,31,21,0
8/31/2021,3203,KAB. CIANJUR,8782,8310,67,47,0,0
8/31/2021,3205,KAB. GARUT,19666,17723,755,14,30,0
8/31/2021,3206,KAB. TASIKMALAYA,4407,3282,131,16,585,7
8/31/2021,3208,KAB. KUNINGAN,10867,10405,181,25,12,2
8/31/2021,3211,KAB. SUMEDANG,3667,3389,58,19,30,0
8/31/2021,3213,KAB. SUBANG,7325,6273,199,13,113,0
8/31/2021,3214,KAB. PURWAKARTA,5214,4752,275,0,10,0
8/31/2021,3218,KAB. PANGANDARAN,3949,3727,120,16,5,0
8/31/2021,3271,KOTA BOGOR,7914,7653,168,31,3,0
8/31/2021,3272,KOTA SUKABUMI,6506,6269,211,14,24,1
8/31/2021,3274,KOTA CIREBON,8872,8464,360,11,0,0
8/31/2021,3278,KOTA TASIKMALAYA,11334,10678,356,13,9,2
8/31/2021,3279,KOTA BANJAR,4282,4004,98,8,15,0
9/1/2021,0,BELUM TERIDENTIFIKASI,226214,218698,4272,314,461,7
9/1/2021,3201,KAB. BOGOR,38590,38052,130,135,98,0
9/1/2021,3204,KAB. BANDUNG,28302,26503,559,70,1,3
9/1/2021,3207,KAB. CIAMIS,12232,11569,215,21,95,0
9/1/2021,3209,KAB. CIREBON,20131,19308,402,18,60,12
9/1/2021,3210,KAB. MAJALENGKA,8809,8467,162,11,22,1
9/1/2021,3212,KAB. INDRAMAYU,11779,10773,527,13,59,1
9/1/2021,3215,KAB. KARAWANG,33667,32068,1431,14,19,3
9/1/2021,3216,KAB. BEKASI,29127,24767,203,129,38,1
9/1/2021,3217,KAB. BANDUNG BARAT,8207,7948,103,21,0,0
9/1/2021,3273,KOTA BANDUNG,35740,32995,347,83,51,2
9/1/2021,3275,KOTA BEKASI,36951,36107,441,46,153,0
9/1/2021,3276,KOTA DEPOK,81039,78183,1517,98,193,3
9/1/2021,3277,KOTA CIMAHI,10118,9424,158,25,0,0
9/1/2021,3202,KAB. SUKABUMI,8251,7554,66,21,50,1
9/1/2021,3203,KAB. CIANJUR,8815,8310,67,33,0,0
9/1/2021,3205,KAB. GARUT,19678,17754,756,12,31,1
9/1/2021,3206,KAB. TASIKMALAYA,4427,3670,149,20,388,18
9/1/2021,3208,KAB. KUNINGAN,10890,10415,181,23,10,0
9/1/2021,3211,KAB. SUMEDANG,3681,3389,58,14,0,0
9/1/2021,3213,KAB. SUBANG,7340,6273,199,15,0,0
9/1/2021,3214,KAB. PURWAKARTA,5218,4757,275,4,5,0
9/1/2021,3218,KAB. PANGANDARAN,3961,3731,120,12,4,0
9/1/2021,3271,KOTA BOGOR,7951,7655,168,37,2,0
9/1/2021,3272,KOTA SUKABUMI,6524,6272,211,18,3,0
9/1/2021,3274,KOTA CIREBON,8875,8464,360,3,0,0
9/1/2021,3278,KOTA TASIKMALAYA,11377,10700,356,43,22,0
9/1/2021,3279,KOTA BANJAR,4284,4018,98,2,14,0
9/2/2021,0,BELUM TERIDENTIFIKASI,226354,219395,4272,140,697,0
9/2/2021,3201,KAB. BOGOR,38652,38145,130,62,93,0
9/2/2021,3204,KAB. BANDUNG,28343,26653,559,41,150,0
9/2/2021,3207,KAB. CIAMIS,12268,11676,217,36,107,2
9/2/2021,3209,KAB. CIREBON,20144,19338,414,13,30,12
9/2/2021,3210,KAB. MAJALENGKA,8825,8467,162,16,0,0
9/2/2021,3212,KAB. INDRAMAYU,11783,11037,528,4,264,1
9/2/2021,3215,KAB. KARAWANG,33691,32088,1435,24,20,4
9/2/2021,3216,KAB. BEKASI,29196,26594,215,69,1827,12
9/2/2021,3217,KAB. BANDUNG BARAT,8220,7948,103,13,0,0
9/2/2021,3273,KOTA BANDUNG,35814,33082,349,74,87,2
9/2/2021,3275,KOTA BEKASI,36973,36125,441,22,18,0
9/2/2021,3276,KOTA DEPOK,81107,78245,1521,68,62,4
